customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01018,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.97,882.96,No
CUST-01019,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),56.69,2196.63,No
CUST-01020,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105.54,4910.25,No
CUST-01021,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.99,2051.52,Yes
CUST-01022,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.09,1396.49,Yes
CUST-01023,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,108.78,535.18,No
CUST-01024,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.73,3568.43,No
CUST-01025,Female,0,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,41.47,1190.6,No
CUST-01026,Female,1,Yes,Yes,60,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),87.37,5264.49,No
CUST-01027,Male,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.35,2007.6,No
CUST-01028,Male,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.26,2493.48,Yes
CUST-01029,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.17,1260.61,Yes
CUST-01030,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,99.11,3547.29,No
CUST-01031,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,108.2,835.85,Yes
CUST-01032,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),92.96,1662.02,No
CUST-01033,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,92.37,5560.33,No
CUST-01034,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.72,2444.74,No
CUST-01035,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.16,3142.63,No
CUST-01036,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),115.26,5604.27,No
CUST-01037,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.51,5927.84,Yes
CUST-01038,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,102.04,6361.07,No
CUST-01039,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.54,2202.22,Yes
CUST-01040,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.49,3672.44,Yes
CUST-01041,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.29,332.65,No
CUST-01042,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,90.86,3212.07,No
CUST-01043,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.84,1749.97,No
CUST-01044,Female,1,No,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.63,157.52,No
CUST-01045,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,41.94,247.8,No
CUST-01046,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),60.36,2790.52,No
CUST-01047,Male,0,Yes,No,23,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,39.12,900.68,No
CUST-01048,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),59.68,433.34,No
CUST-01049,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,105.47,6722.26,No
CUST-01050,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.71,7838.6,Yes
CUST-01051,Male,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.71,443.07,Yes
CUST-01052,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),32.6,780.28,No
CUST-01053,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,60.76,2256.0,No
CUST-01054,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.21,3643.4,Yes
CUST-01055,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.08,2825.66,Yes
CUST-01056,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.52,1690.54,No
CUST-01057,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,40.68,2575.02,No
CUST-01058,Female,0,No,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.39,1809.89,No
CUST-01059,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,39.64,1024.11,No
CUST-01060,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,42.95,432.33,No
CUST-01061,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.31,3741.77,No
CUST-01062,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.91,5117.29,No
CUST-01063,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.53,591.67,No
CUST-01064,Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.02,2257.8,No
CUST-01065,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.19,864.5,No
CUST-01066,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),24.06,99.58,No
CUST-01067,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.32,5936.43,No
CUST-01068,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.44,963.98,No
CUST-01069,Male,1,Yes,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.72,3899.4,No
CUST-01070,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.53,2326.68,No
CUST-01071,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.39,2927.05,No
CUST-01072,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),104.17,2960.35,No
CUST-01073,Male,1,No,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,96.86,1540.58,Yes
CUST-01074,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),111.58,2310.71,No
CUST-01075,Male,0,No,No,42,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.9,3548.7,No
CUST-01076,Female,0,No,No,54,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.79,4148.28,No
CUST-01077,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),43.93,1362.55,No
CUST-01078,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.69,3101.8,No
CUST-01079,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),108.62,7361.73,No
CUST-01080,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,24.92,964.81,Yes
CUST-01081,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.31,3243.06,Yes
CUST-01082,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,32.94,2070.52,No
CUST-01083,Female,1,No,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.06,4776.19,Yes
CUST-01084,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.41,942.7,No
CUST-01085,Male,0,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.96,5668.27,Yes
CUST-01086,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.31,762.73,No
CUST-01087,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),108.57,3144.7,No
CUST-01088,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.72,72.46,No
CUST-01089,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),46.76,1163.71,No
CUST-01090,Female,1,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),33.62,1862.34,No
CUST-01091,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.54,1279.42,No
CUST-01092,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.17,2336.9,No
CUST-01093,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.02,4643.81,No
CUST-01094,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,96.44,4657.75,No
CUST-01095,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),107.83,212.14,No
CUST-01096,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.69,3252.64,No
CUST-01097,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.78,1135.75,Yes
CUST-01098,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),25.92,544.32,Yes
CUST-01099,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.41,2999.4,No
CUST-01100,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,94.54,180.97,No
CUST-01101,Female,0,Yes,No,59,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.02,4767.05,Yes
CUST-01102,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),76.28,1229.93,Yes
CUST-01103,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),22.82,473.45,No
CUST-01104,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.15,1515.39,No
CUST-01105,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,73.04,1138.51,No
CUST-01106,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.83,5435.3,No
CUST-01107,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,18.48,433.0,No
CUST-01108,Female,1,Yes,Yes,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.96,1604.19,No
CUST-01109,Male,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,112.98,4029.02,No
CUST-01110,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.86,406.88,No
CUST-01111,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.36,3126.71,No
CUST-01112,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.82,1099.74,No
CUST-01113,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.54,476.83,No
CUST-01114,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.65,1638.8,Yes
CUST-01115,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.7,812.96,No
CUST-01116,Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.14,2262.15,No
CUST-01117,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,63.98,1081.01,No
CUST-01118,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,51.11,1891.59,Yes
CUST-01119,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.8,1028.59,No
CUST-01120,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.38,3932.21,No
CUST-01121,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),56.07,3563.8,No
CUST-01122,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),38.18,1878.47,No
CUST-01123,Male,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.84,5479.13,No
CUST-01124,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.37,3022.93,Yes
CUST-01125,Female,0,Yes,No,63,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.68,6483.47,No
CUST-01126,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),73.5,529.14,No
CUST-01127,Female,1,Yes,No,22,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,45.94,1013.4,No
CUST-01128,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.37,641.31,Yes
CUST-01129,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.03,2811.6,No
CUST-01130,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),83.56,1118.25,No
CUST-01131,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),37.04,585.23,Yes
CUST-01132,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.92,245.69,Yes
CUST-01133,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,102.09,930.65,No
CUST-01134,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.99,3543.59,No
CUST-01135,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.09,2762.85,No
CUST-01136,Male,1,Yes,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),117.35,4823.44,No
CUST-01137,Female,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,20.25,444.49,No
CUST-01138,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.17,157.94,No
CUST-01139,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.86,114.14,No
CUST-01140,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.26,5574.05,No
CUST-01141,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.21,5117.87,Yes
CUST-01142,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.77,254.17,No
CUST-01143,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.19,2395.46,No
CUST-01144,Female,0,No,Yes,67,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.12,1666.0,No
CUST-01145,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.51,2504.97,Yes
CUST-01146,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,51.65,197.29,No
CUST-01147,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.99,2084.27,Yes
CUST-01148,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.39,3669.77,No
CUST-01149,Male,1,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.1,4411.55,No
CUST-01150,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,37.61,1155.94,Yes
CUST-01151,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),36.4,2324.96,No
CUST-01152,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.17,3356.74,Yes
CUST-01153,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.37,1994.22,No
CUST-01154,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.17,2396.66,No
CUST-01155,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),75.66,1581.55,Yes
CUST-01156,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.0,2297.2,Yes
CUST-01157,Male,0,No,Yes,58,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,35.72,2017.05,No
CUST-01158,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.28,6148.9,No
CUST-01159,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,38.06,1802.93,Yes
CUST-01160,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.66,109.38,Yes
CUST-01161,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.74,3035.31,No
CUST-01162,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.68,5448.44,No
CUST-01163,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.2,923.46,No
CUST-01164,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.54,4323.51,No
CUST-01165,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.32,4292.31,No
CUST-01166,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),88.96,5941.14,Yes
CUST-01167,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.2,912.21,Yes
CUST-01168,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.3,1077.65,No
CUST-01169,Male,0,No,Yes,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,37.19,2074.88,No
CUST-01170,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.85,213.74,No
CUST-01171,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.25,2343.96,No
CUST-01172,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.98,3513.6,No
CUST-01173,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.01,2762.52,No
CUST-01174,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.3,265.49,No
CUST-01175,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.15,190.81,Yes
CUST-01176,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,27.27,686.7,No
CUST-01177,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.61,4457.99,Yes
CUST-01178,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.4,2232.81,Yes
CUST-01179,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),84.63,3255.52,Yes
CUST-01180,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.07,2565.56,No
CUST-01181,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,93.08,4565.26,No
CUST-01182,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.26,2847.4,No
CUST-01183,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),83.03,559.62,No
CUST-01184,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,20.76,381.54,No
CUST-01185,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.81,7459.82,No
CUST-01186,Female,1,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.66,1966.04,No
CUST-01187,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,31.56,1679.44,No
CUST-01188,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.56,6596.88,No
CUST-01189,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,66.65,897.87,No
CUST-01190,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,21.2,1422.37,No
CUST-01191,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,96.19,740.47,No
